player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Cam Taylor-Britt,83326,CB,CIN,10,4,14.5,60.8,99.7,11.1,6.8,3,1,6,11.8,7,60.5,56.1,53.9,58.3,40.0,53.8,0,51,8.9,4,6,5,109.2,31,360,361,9,37,51,3,451,147,1.3,14.5
Greg Newsome II,83341,CB,CLV,15,4,7.9,62.1,96.9,11.3,7.0,0,1,7,10.6,8,72.3,69.1,85.9,54.4,55.1,62.7,0,75,15.2,5,6,2,89.2,41,499,515,11,24,66,2,400,203,0.9,9.8
Jaycee Horn,83375,CB,CAR,13,1,12.3,59.6,96.4,15.1,9.0,1,2,4,8.5,5,73.2,71.4,86.4,77.7,54.2,47.9,3,56,8.8,3,3,6,52.6,28,452,469,10,30,47,0,310,83,0.7,11.1
Israel Mukuamu,83377,S,DAL,13,1,2.4,75.0,97.8,14.7,11.0,0,0,0,0.0,9,64.6,60.6,77.4,67.2,48.5,86.4,1,15,0.0,0,0,0,52.6,6,91,93,1,7,8,0,53,42,0.6,8.8
Bryce Thompson,83392,S,NO,1,0,,,100.0,,,0,0,0,,20,65.3,66.0,83.4,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Kyler Gordon,83451,CB,CHI,14,2,7.9,81.8,95.1,6.5,5.4,0,0,3,3.9,6,46.4,49.9,40.6,54.0,65.9,53.0,3,55,13.5,7,2,7,110.8,63,445,468,16,43,77,4,795,370,1.9,12.6
Alontae Taylor,83469,CB,NO,11,1,15.1,45.3,100.0,11.9,5.4,1,2,12,18.8,20,56.3,54.5,58.5,,48.9,30.5,0,20,19.5,8,8,5,58.3,29,371,371,8,32,64,0,283,87,0.8,9.8
Corey Ballentine,83833,CB,GB,3,1,10.5,100.0,100.0,5.0,5.0,0,0,0,0.0,12,43.8,46.0,73.3,,60.0,72.8,0,9,0.0,0,0,0,135.4,2,10,10,0,0,2,1,14,0,1.4,7.0
Jevon Holland,83873,S,MIA,17,8,8.0,80.6,95.6,26.6,21.5,1,2,3,9.7,17,63.8,65.5,49.8,80.2,64.9,64.6,2,58,12.0,9,3,2,110.2,25,701,733,14,58,31,3,284,123,0.4,11.4
Talanoa Hufanga,83903,S,SF,17,9,7.5,63.0,94.8,20.9,13.2,1,0,6,13.0,28,67.8,68.8,87.0,71.4,64.5,56.7,4,75,14.8,8,6,2,86.8,29,639,674,11,37,46,6,318,174,0.5,11.0
Deven Thompkins,84480,WR,TB,1,0,,,100.0,,,0,0,0,,30,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
John Cominsky,88313,ED,DET,14,2,-3.0,100.0,4.0,13.0,13.0,1,0,0,0.0,11,79.4,68.2,65.1,61.6,62.8,55.5,0,8,33.3,4,0,2,100.0,1,15,371,7,6,1,0,8,11,0.6,8.0
Kyle Dugger,90621,S,NE,15,6,8.6,70.9,92.7,11.1,7.9,0,1,4,7.3,19,78.3,78.4,59.4,61.5,76.7,65.8,3,33,10.5,4,4,1,98.4,39,459,495,12,28,55,5,392,146,0.9,10.1
Bobby Price,91112,CB,DET,2,0,8.0,50.0,100.0,18.0,9.0,0,0,0,0.0,11,51.0,44.2,73.9,,37.7,75.2,0,23,0.0,0,0,0,91.7,1,19,19,0,1,2,0,23,8,1.3,23.0
Tevaughn Campbell,91247,CB,JAX,2,0,16.0,50.0,100.0,6.3,3.2,0,0,0,0.0,15,42.2,44.4,75.3,,58.8,57.5,0,41,0.0,0,0,0,86.8,3,19,19,0,3,6,0,62,7,3.3,20.7
Daniel Hardy,91336,ED,LA,5,0,,,22.2,,,0,0,0,,26,63.0,52.1,77.7,62.3,44.3,73.3,0,,,0,0,0,0.0,0,4,18,0,0,0,0,0,0,0.0,
Deonte Harty,91470,WR,NO,1,0,,,100.0,,,0,0,0,,20,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
E.J. Speed,94351,LB,IND,16,0,1.9,87.5,85.6,15.1,13.3,0,0,0,0.0,14,62.7,78.4,39.0,76.6,82.8,78.0,0,21,25.0,2,0,1,95.3,7,113,132,2,6,8,0,55,45,0.5,7.9
Anthony Pittman,94372,ED,DET,11,0,9.5,50.0,33.3,11.0,5.5,0,0,0,0.0,11,75.3,52.6,78.4,51.1,36.1,26.6,0,10,0.0,0,0,0,64.6,1,11,33,0,1,2,0,10,-3,0.9,10.0
Nick Cross,97514,S,IND,3,0,3.2,100.0,97.1,13.0,13.0,1,0,0,0.0,14,60.8,56.5,0.0,51.3,58.5,53.7,0,10,28.6,2,0,2,98.3,5,68,70,1,5,5,0,38,22,0.6,7.6
Daxton Hill,97519,S,CIN,15,0,8.8,87.5,93.5,11.4,10.0,0,1,2,25.0,7,54.4,58.1,78.5,58.9,71.5,66.6,0,15,14.3,1,1,1,135.4,7,86,92,2,6,8,2,56,13,0.7,8.0
Martin Emerson,97872,CB,CLV,17,5,11.8,53.9,99.6,9.6,5.2,0,1,18,20.2,8,75.1,72.5,86.7,72.4,51.3,55.1,0,45,10.7,6,9,6,85.6,48,500,502,11,45,89,4,503,106,1.1,10.5
Derek Stingley Jr.,98253,CB,HST,9,2,10.4,67.3,100.0,8.9,6.0,0,0,4,8.2,13,49.9,49.1,87.1,63.6,43.4,73.5,1,34,0.0,0,4,2,84.9,33,309,309,7,24,49,0,414,111,1.4,12.5
Alex Wright,98318,ED,CLV,17,1,,,1.9,,,2,0,0,,8,68.0,38.4,53.5,47.1,37.2,27.5,0,,25.0,1,0,3,0.0,0,6,317,1,2,0,0,0,0,0.0,
George Karlaftis,98319,ED,KC,17,1,1.7,66.7,6.7,16.0,10.7,0,0,0,0.0,16,49.6,52.0,91.0,58.7,43.5,25.9,0,11,42.9,6,0,0,82.6,2,33,495,10,7,3,0,18,16,0.6,9.0
Kayvon Thibodeaux,98444,ED,NYG,14,2,3.3,50.0,13.7,31.5,15.8,0,1,0,0.0,21,67.7,71.9,58.9,67.9,70.1,66.4,0,17,20.0,2,0,3,66.7,2,65,474,5,6,4,0,22,19,0.3,11.0
Kaiir Elam,98693,CB,BUF,12,5,10.2,75.6,100.0,9.2,7.0,0,0,2,4.9,4,58.7,56.7,86.1,,42.6,58.0,2,44,8.6,3,1,3,98.9,31,309,309,6,27,41,2,373,114,1.3,12.0
Cordale Flott,98834,CB,NYG,10,6,10.0,66.7,99.5,11.6,7.8,0,2,2,8.3,21,70.7,65.8,82.7,60.0,42.9,54.7,0,25,9.5,2,2,0,102.4,16,193,194,4,13,24,1,178,69,1.0,11.1
Lewis Cine,98879,S,MIN,2,0,,,100.0,,,0,0,0,,18,60.1,60.1,64.3,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Brandin Echols,98900,CB,NYJ,11,0,11.5,53.8,100.0,7.4,4.0,0,0,3,23.1,22,67.8,69.6,79.1,,73.6,60.4,0,26,16.7,1,1,0,102.7,7,58,58,1,5,13,1,94,43,1.8,13.4
Quandre Mosely,98902,CB,NE,1,0,,,100.0,,,0,0,0,,19,60.0,60.9,64.5,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
DeMarvin Leal,98919,ED,PIT,11,0,-2.0,0.0,3.1,,3.0,0,0,1,100.0,25,79.7,46.0,83.5,55.2,36.0,45.1,0,,0.0,0,1,0,39.6,0,3,97,0,1,1,0,0,0,0.0,
Travon Walker,98940,ED,JAX,15,1,3.5,50.0,14.4,11.3,5.7,2,0,2,16.7,15,76.7,60.3,29.0,59.0,60.6,40.4,1,26,25.0,2,1,7,29.2,6,71,492,7,5,12,0,58,34,0.9,9.7
Christian Harris,98996,LB,HST,12,5,5.0,75.8,95.1,6.9,5.2,0,0,2,3.2,13,29.6,28.3,57.8,64.5,29.1,31.3,1,31,18.4,7,2,2,93.1,47,332,349,11,26,62,0,515,290,1.6,11.0
Jermaine Johnson II,99015,ED,NYJ,14,0,,,1.9,,,0,0,0,,22,61.8,71.7,88.4,64.6,68.7,51.6,0,,0.0,0,0,0,0.0,0,3,154,4,1,0,0,0,0,0.0,
Nakobe Dean,99018,LB,PHI,4,0,2.0,100.0,95.2,6.3,6.3,0,0,0,0.0,24,75.8,78.7,95.4,60.0,69.1,78.8,0,6,0.0,0,0,0,83.3,3,20,21,3,3,3,0,12,6,0.6,4.0
Sam Williams,99106,ED,DAL,15,0,-2.0,50.0,1.8,3.0,1.5,2,0,1,50.0,9,85.3,70.9,5.7,74.4,61.3,73.0,0,3,25.0,1,1,4,56.3,1,3,168,5,3,2,0,3,5,1.0,3.0
Andrew Booth Jr.,99744,CB,MIN,2,0,8.2,86.7,100.0,4.5,3.9,1,0,1,6.7,18,41.7,45.3,79.8,,62.8,50.9,0,35,9.1,1,0,2,108.9,13,61,61,0,10,15,0,152,53,2.6,11.7
Amare Barno,99780,ED,CAR,8,1,,,5.7,,,0,0,0,,5,72.5,64.0,78.8,54.6,62.5,76.1,0,,0.0,0,0,0,0.0,0,2,35,3,1,0,0,0,0,0.0,
Nahshon Wright,100412,CB,DAL,5,3,13.9,65.2,100.0,5.9,3.9,0,0,3,13.0,9,47.4,51.8,80.1,,77.2,76.2,1,39,5.3,1,1,0,75.8,15,91,91,5,15,23,0,207,67,2.3,13.8
Sauce Gardner,100903,CB,NYJ,17,6,15.2,45.9,99.4,18.0,8.3,3,0,20,27.0,22,90.0,87.9,86.5,62.1,69.2,75.2,2,45,5.8,3,14,5,53.9,34,642,646,9,43,74,1,361,105,0.6,10.6
Damarion Williams,100904,CB,BLT,11,3,8.9,69.4,96.1,6.4,4.4,0,0,3,8.3,3,41.0,43.9,81.4,46.8,72.5,57.5,0,28,14.3,3,1,2,121.3,25,172,179,6,15,36,3,290,120,1.8,11.6
Ja'Quan McMillian,100931,CB,DEN,1,0,11.8,45.5,95.7,8.8,4.0,0,0,1,9.1,10,66.7,68.3,78.9,58.3,70.2,56.4,0,18,20.0,1,0,0,66.5,5,45,47,1,4,11,0,70,23,1.6,14.0
Dane Belton,101398,S,NYG,13,3,8.0,66.7,88.8,13.9,9.3,0,1,1,4.2,21,40.0,30.6,42.5,47.2,28.9,71.3,2,35,5.0,1,1,2,56.6,16,238,268,1,16,24,0,194,112,0.9,12.1
David Ojabo,101420,ED,BLT,2,0,,,5.6,,,0,0,0,,3,60.0,81.5,74.8,75.6,62.2,70.5,0,,,0,0,0,0.0,0,1,18,1,0,0,0,0,0,0.0,
Sam Okuayinonu,101425,ED,TEN,6,0,,,4.4,,,1,0,0,,31,76.3,57.2,0.0,60.5,64.6,63.2,0,,0.0,0,0,3,0.0,0,3,68,1,1,0,0,0,0,0.0,
Leo Chenal,101463,LB,KC,17,2,3.5,100.0,81.5,16.2,16.2,0,0,0,0.0,16,60.5,66.0,78.6,62.7,66.9,52.6,0,48,25.0,2,0,0,118.8,6,101,124,2,4,6,0,92,71,0.9,15.3
Brandon Smith,101497,LB,CAR,4,0,4.0,66.7,100.0,6.5,4.3,0,0,0,0.0,5,46.3,28.3,73.6,,28.6,57.9,0,5,0.0,0,0,0,70.1,2,13,13,1,2,3,0,5,12,0.4,2.5
Jaquan Brisker,101665,S,CHI,15,9,6.9,64.4,94.3,15.3,9.9,2,1,5,11.1,6,65.0,67.0,88.2,70.2,64.2,53.7,1,45,6.7,3,2,2,104.1,29,477,506,14,33,45,4,302,190,0.7,10.4
Kyle Hamilton,102684,S,BLT,16,1,4.8,82.7,92.0,8.3,6.8,1,0,5,9.6,3,76.8,82.3,51.6,87.5,84.8,63.5,0,60,15.0,6,5,2,120.0,43,370,402,14,33,52,3,426,215,1.2,9.9
Rodney Thomas II,108389,S,IND,15,5,13.9,52.6,99.1,40.5,21.3,0,1,2,10.5,14,54.8,54.3,60.1,52.5,55.4,71.5,4,16,7.4,2,1,1,62.9,10,428,432,0,20,19,2,98,46,0.2,9.8
Michael Hoecht,108840,ED,LA,9,1,-1.0,100.0,13.2,15.5,15.5,0,0,0,0.0,26,58.6,65.4,85.2,60.3,66.3,80.2,0,17,20.0,1,0,0,106.3,2,31,235,5,3,2,0,19,21,0.6,9.5
Dee Alford,110542,CB,ATL,16,2,11.4,60.6,92.5,9.6,5.8,0,0,4,12.1,2,61.3,64.8,82.5,68.1,78.2,66.3,1,42,13.6,3,3,1,80.4,20,198,214,7,17,33,1,240,80,1.3,12.0
D'Anthony Bell,111578,S,CLV,5,0,10.7,100.0,97.7,12.3,12.3,0,0,0,0.0,8,51.9,48.0,77.6,59.0,48.2,27.7,0,16,0.0,0,0,0,118.8,3,42,43,0,3,3,0,42,10,1.1,14.0
Jaylen Watson,131960,CB,KC,16,6,10.9,65.7,99.1,9.5,6.2,1,1,5,7.5,16,55.5,56.1,86.9,52.5,57.3,56.7,1,30,10.6,5,2,3,98.7,44,448,452,6,36,67,4,453,149,1.1,10.3
Sam Webb,134606,CB,LV,9,3,9.2,66.7,99.1,7.0,4.7,1,0,3,7.1,23,57.0,59.1,32.6,56.3,75.2,61.3,0,32,13.3,4,2,4,95.3,28,211,213,4,23,42,1,300,109,1.5,10.7
Kader Kohou,156070,CB,MIA,15,4,8.2,65.4,97.5,7.8,5.1,1,1,10,9.3,17,70.4,69.8,87.4,47.3,64.3,52.5,1,43,13.4,9,8,8,80.9,70,580,595,22,54,107,1,645,279,1.2,9.2
Joshua Williams,156083,CB,KC,13,3,11.9,65.1,98.7,9.8,6.4,1,0,9,20.9,16,63.5,60.6,8.6,41.7,61.5,57.3,1,50,10.3,3,5,5,128.3,28,294,298,7,23,43,6,434,115,1.6,15.5
Gregory Junior,156090,CB,JAX,1,0,10.0,75.0,100.0,4.7,3.5,0,0,0,0.0,15,70.7,71.4,73.4,,61.9,79.3,0,17,0.0,0,0,0,107.3,3,15,15,2,5,4,0,41,2,2.9,13.7
Dallis Flowers,156091,CB,IND,4,0,14.8,55.6,100.0,19.6,10.9,0,1,0,0.0,14,51.3,49.5,2.1,,53.9,29.6,0,33,25.0,1,0,1,124.8,5,101,101,0,3,9,1,85,28,0.9,17.0
Josh Onujiogu,156131,ED,SEA,1,0,,,11.1,,,0,0,0,,29,77.6,67.9,73.1,51.5,61.0,74.2,0,,0.0,0,0,0,0.0,0,1,9,1,2,0,0,0,0,0.0,
Christian Matthew,156140,CB,ARZ,8,1,9.4,66.7,100.0,7.6,5.1,0,0,1,4.2,1,48.7,55.7,82.3,,83.2,50.1,0,23,22.2,4,1,1,102.4,16,126,126,1,13,24,1,178,71,1.5,11.1
